comment,cluster_name,cluster_size,cluster_prop,init_x,init_y,dim_red_x,dim_red_y,x,y
Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,-0.4649584773714256,-2.2624615181091374,23.379278,21.864609,-9.001250179833733,-6.556281268596649
"Je ne sais pas. De mon point de vuei, les élus ne respectent pas tous les valeurs intangibles de la société (égalité ?, fraternité ?). N’est-ce pas un préalable ?",Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,-0.9687658019209754,-1.0727099125341266,26.192848,60.144432,-10.792983412742615,-7.250804781913757
Je ne sais pas ce que sont les valeurs intangibles de la République.,Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,-0.23260149618935758,0.08672247673751439,25.898006,60.52826,-10.818417429924011,-7.222919702529907
"Pour comprendre, il faut que l'on ne ressente pas d'injustice. Et ce n'est pas ce qui est fait avec la religion chrétienne de notre pays.",Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,0.657078633037169,0.5124219841473961,6.814391,24.02689,-9.753963947296143,-6.205117553472519
Les valeurs de la République ne sont pas négociables. Il faut être ferme. Compréhension réciproque laisse entendre qu’il y a des aménagements possibles et il n’en est pas question.,Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,0.2400932302717516,0.24704297369232672,14.061177,21.84064,-9.21426635980606,-6.334158003330231
"D'abord il,faut que ceux qui ne s'arrêtent pas de parler des valeurs de la république donnent l'exemple. Et la république c'est :liberté ,égalité,fraternité.",Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,1.743414522466347,0.5071849460146725,32.022408,41.881428,-7.548209071159363,-7.310242176055908
Que ceux qui ne respectent pas ne le fassent pas impunément.,Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,1.3278055406907827,0.46057225129961726,51.799393,22.495285,-7.450502514839172,-4.611160516738892
"Si les élus respectaient les valeurs de la République et les appliquaient, comme cela devrait être le cas, la question ne se poserait sûrement pas.  A partir du moment où ceux qui nous gouvernent ne respectent rien, il n'y a pas de raison que l'ensemble de la société le fasse.",Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,-0.5792713429869988,0.8796717286545386,45.83045,20.710781,-8.971741179004312,-7.117594122886658
"Les valeurs de la république: l'egalite je ne la voie pas entre une femme voilée et une qui ne l'est pas. La fraternité, difficile de se sertir frère de personne trop differente de soi. Donc liberté : chacun fait ce qu'il veut?",Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,1.313194706373146,-0.20923155039638122,13.047202,24.797146,-9.019840832799673,-6.839008688926697
"Il faut déjà que nos représentants politiques soit irréprochable. Il y a des métiers que nous pouvons pas exercer avec un casier judiciaire : ce n'est pas le cas de la politique. Alors soyez exemplaire avant tout. je ne vois pas de ""valeurs"" intangibles de la République",Faut pas rèver on est en France et ceux à qui les valeurs de la republique ne conviennent pas sont invités à retourner au pays,3028,0.3396141767608793,-1.0570633080604255,-0.9790204310054729,23.357286,28.551891,-10.332741498947144,-6.941729187965393
