comment,cluster_name,cluster_size,cluster_prop,init_x,init_y,dim_red_x,dim_red_y,x,y
Des aides et des incitations financières,Des aides et des incitations financières,1670,0.18632154412585072,-1.3331841858959006,-0.14257413142734543,-51.907154,9.0137615,-7.4192057847976685,-7.1362727880477905
"Des incitations fiscales, des prix modérés.",Des aides et des incitations financières,1670,0.18632154412585072,0.27871538656000616,0.25347582999224033,-54.57275,1.1767101,-8.090127885341644,-7.624511003494263
des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,-1.284103587496802,-1.110838727629123,-52.00865,-15.055319,-7.246125817298889,-6.382302403450012
des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,-0.24880831457546793,0.8561976635604125,-52.00888,-15.055616,-7.220422148704529,-6.391275465488434
Des aides financieres,Des aides et des incitations financières,1670,0.18632154412585072,-0.1374230983671525,1.9398215716596852,-52.00803,-15.055283,-7.245717406272888,-6.382026553153992
Des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,-1.3398034405635195,-0.220019672298499,-52.008858,-15.055278,-7.205164790153503,-6.35374790430069
Des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,-0.9058172833359566,-0.6753220627551224,-52.00901,-15.055493,-7.244603872299194,-6.381000727415085
"Des aides financières volontaristes,",Des aides et des incitations financières,1670,0.18632154412585072,1.2419006856163362,-1.1414248481710816,-52.008186,-15.055322,-7.205856800079346,-6.353843092918396
Des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,-0.5035898355580736,1.6475626304888564,-52.00837,-15.055343,-7.219596028327942,-6.3909918665885925
Des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,-1.6454048739311895,-0.05644952810119684,-52.00883,-15.055494,-7.2450690269470215,-6.381456285715103
Des aides financières !,Des aides et des incitations financières,1670,0.18632154412585072,1.0804072154370468,-0.999996272287532,-52.00791,-15.055255,-7.20660936832428,-6.35396483540535
des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,0.30175725441571305,0.3490081122761244,-52.008892,-15.055535,-7.204940915107727,-6.353731065988541
Des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,0.8418540995587912,-0.336084046680932,-52.008823,-15.055366,-7.200398683547974,-6.378817826509476
des aides financières,Des aides et des incitations financières,1670,0.18632154412585072,-0.31533153212488574,0.09931549386078957,-52.008217,-15.055303,-7.200786709785461,-6.379162609577179
Des conditionnements intelligents,Des aides et des incitations financières,1670,0.18632154412585072,-0.5915720578811536,0.7843053850234132,-16.984463,-6.860459,-8.903347946703434,-6.360063463449478
L'écoute des décideurs,Des aides et des incitations financières,1670,0.18632154412585072,-0.05489144242281149,-0.796993402231826,-16.98509,-6.8603578,-8.903344325721264,-6.360072672367096
Des images choc,Des aides et des incitations financières,1670,0.18632154412585072,1.534253976549448,-0.0712499794889945,-16.98484,-6.8601966,-8.903360836207867,-6.360065251588821
Des aides européenne,Des aides et des incitations financières,1670,0.18632154412585072,0.7162014952024789,-1.4446453106782522,-46.925285,-15.258596,-7.6885915994644165,-6.139577105641365
Des aides,Des aides et des incitations financières,1670,0.18632154412585072,-0.010921923502774473,0.8391548327056924,-46.925285,-15.258596,-7.6885915994644165,-6.139577090740204
Des aides.,Des aides et des incitations financières,1670,0.18632154412585072,-0.5530849072723724,-0.0477974854362756,-46.924953,-15.258307,-7.6885915994644165,-6.139577090740204
Des incitations financières et des alternatives qualitatives et vecteur d’humaniSme,Des aides et des incitations financières,1670,0.18632154412585072,-1.0953830951942471,0.5028502303000161,-52.160202,9.180146,-7.37131130695343,-7.1431238651275635
