comment,cluster_name,init_x,init_y,x,y
"Comprendre ce qui se passe quand son fils a une suspension de permis pour 3 mois... Commission médicale, tribunal ? Même en relisant 3 fois les courriers, je ne suis pas certaine d'avoir tout compris, et en contactant les fonctionnaires de terrain, autant de versions que d'interlocuteurs...","la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",1.362719437874182,-1.061762962571602,-8.995222624856979,-0.3630691170692444
Pas de mauvaises expérience qui me vienne à l'esprit,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",1.0649856978492167,-1.2582732745332872,-8.796391144394875,-1.0354593992233276
"pour mettre à jour mon dossier CAF, obligation de faire une demande alloc logement alors que je sais pertinemment que je nepeux pas en bénéficier","la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",0.047477589107087666,1.5872908169202504,-9.787673115730286,-0.6696861982345581
Par exemple : pré-remplir un formulaire sur internet pour un renouvellement de passeport avant de voir tout saisi à la main en mairie. Absurde.,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",-0.08445008095866374,-1.0283553739199836,-9.78567236661911,1.3599649667739868
Difficultés et longueur d'un dépôt de dossier MDPH et même d'un renouvellement surtout lorsque l'on connaît le handicap,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",-1.3553687394967342,0.6575844417819968,-10.312269449234009,1.2731868028640747
"la première fois qu'il a fallu payer le CFE , un parcours du combattant  Changement de CAF de ma fille impossible nous obligeant à ne pas avoir d'aide APL","la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",0.15780103704711446,-0.1066868347777656,-8.552739650011063,-0.5814161896705627
Détails d'identification et justificatifs à fournir pour toute nouvelle démarche : l'administration ne connaît pas les administrés et ne communiquent pas entre elles.,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",0.11730942679840373,-0.8693497919904194,-8.428283989429474,-1.8690247535705566
M'imposer de passer par internet pour obtenir une Carte grise,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",0.7613604049666434,-0.6240978760056691,-7.574418425559998,0.7624417543411255
Un permis d'aménager pour un camping qui coûte 5000€ et qui demande l'évolution sur 10 ans,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",2.3400797612263586,1.05580797347847,-10.56989300251007,0.6590482592582703
Un colis présenté en mon absence à allé chercher à 17 KM alors que mon village à encore un bureau de poste.,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",0.3867569470177807,-0.27824915793420424,-10.08553659915924,0.07859563827514648
"L'obligation d'utiliser internet et que cela, sans position de repli et de réserve","la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",-0.5416678133267337,1.7939547069983925,-7.398326754570007,-0.5615128874778748
Fournir tous les 3 mois un extrait d'acte de naissance de moins de 3 mois (démarche en justice)  alors que cet acte ne change jamais,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",-0.12062014133991476,0.40150121257827326,-10.400145769119263,-0.5820969939231873
Prendre rendez-vous pour déposer une demande/récupérer un passeport alors que depuis 40 ans les systèmes informatiques sont capables de les délivrer immédiatement.,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",1.5674651133710171,-1.4443406174419493,-10.540997862815857,-0.014275348745286465
On m'a eu réclamé une pièce d'identité alors que j'étais connu.,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",1.188511422672405,0.6577563333141706,-10.79793906211853,-1.1148877143859863
Pas de cas précis mais souvent une démarche internet se termine par une tonne de docs à fournir on devrait avoir un coffre citoyen informatique qui permette de faire glisser le papier demandé par administration plutôt qu’à envoyer le papier,"la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",1.5578871977578017,0.1811727201405871,-8.997305377619341,1.2260922193527222
"pour obtenir une réduction d'impôts lié au développement durable, il faut fournir une grande quantité d'informations techniques, même si on a fait appel à un professionnel qualifié, ce qui ne constitue malheureusement pas une garantie aux yeux de la DGFIP","la réforme de la carte grise a été catastrophique : un site internet public qui ne fonctionne pas, une perte de temps et plus aucun interlocuteur public. La seule réponse se tourner et payer un prestataire privé pour faire sa carte grise. Scandaleux. quelles sanctions ont été prises pour cette gestion calamiteuse ?",-0.17733828722967407,-1.845543603081929,-8.422341048717499,0.7588780522346497
