comment,cluster_name,cluster_size,cluster_prop,init_x,init_y,dim_red_x,dim_red_y,x,y
Les éduquer dès le plus jeune âge,Les éduquer dès le plus jeune âge,1657,0.18594994950061722,1.1913914526175278,-0.8647412397596826,30.798487,-38.55765,-9.738000690937042,-7.782341480255127
les écouter et les faire participer le plus possible aux décisions ( tirage au sort),Les éduquer dès le plus jeune âge,1657,0.18594994950061722,0.9783743599761071,-0.31335543227893803,-28.273607,29.6683,-10.604419946670532,-4.999002456665039
respecter les citoyens en les associant au décisions,Les éduquer dès le plus jeune âge,1657,0.18594994950061722,-0.6172536862272995,-1.094028324390337,-1.7351285,48.329025,-7.548556804656982,-5.457963824272156
Faire participer les citoyens par des référendums ou des débats,Les éduquer dès le plus jeune âge,1657,0.18594994950061722,1.010757668020823,0.8354792966635655,-18.075237,25.377087,-9.260571658611298,-4.039015889167786
Les faire plus participer au débat et aux actions publiques et ce dès le plus jeune âge,Les éduquer dès le plus jeune âge,1657,0.18594994950061722,1.1120369311040126,-0.33026800418961877,26.94922,-41.154633,-9.811128795146942,-7.891829133033752
"Faire plus participer  les citoyens dans le cadre de consultations ,ou faire participer avec des tirage au sort.",Les éduquer dès le plus jeune âge,1657,0.18594994950061722,-0.7603857130548751,0.6286199403425213,-15.966387,31.612965,-8.85762570798397,-4.783701181411743
"favoriser l'implication des citoyens dans les décisions (via des commissions citoyennes, des referendums, des réunions publiques), respecter les votes ensuite des electeurs.",Les éduquer dès le plus jeune âge,1657,0.18594994950061722,-0.3612066311733955,-0.614930315642119,-15.377708,21.2141,-8.853992581367493,-4.487669348716736
les écouter et les respecter,Les éduquer dès le plus jeune âge,1657,0.18594994950061722,-1.2980172863083648,-1.1691803478292142,2.6428208,50.96988,-7.268717527389526,-5.768493324518204
"faire participer davantage les citoyens aux décisions qui les concernent, par tirage au sort et vote des propositions",Les éduquer dès le plus jeune âge,1657,0.18594994950061722,0.2653717068753336,-2.470435981266539,-28.442642,29.665129,-10.629796743392944,-4.999069452285767
Manger des frites au Cheddar,Les éduquer dès le plus jeune âge,1657,0.18594994950061722,0.8772337418244387,0.028892356684704943,0.48495913,-2.5065424,-10.057177424430847,-6.132635712623596
les écouter et les faire participer,Les éduquer dès le plus jeune âge,1657,0.18594994950061722,-1.128018037975088,-0.6758967983545396,-15.967126,33.017735,-7.440446138381958,-6.1232679188251495
Organiser des référendums au niveau local pour mobiliser les citoyens sur des questions qui les touchent directement et dénuées des enjeux partisans des consultations nationales.,Les éduquer dès le plus jeune âge,1657,0.18594994950061722,0.9033694841152416,-0.07488562647222514,-18.498812,20.316042,-9.313467741012573,-4.394322872161865
