comment,cluster_name,cluster_size,cluster_prop,init_x,init_y,dim_red_x,dim_red_y,x,y
Chaleur l'été.  Sécheresse.,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.7770492721488675,-0.12988316589645477,-2.5535772,-54.788834,-8.541245877742767,-7.111770987510681
Canicule l'été. Sécheresse.,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.4732203758315848,-1.4073771241197806,19.675304,-54.5518,-10.134052276611328,-5.706512242555618
"Sécheresse et chaleur l'été,",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-1.000632430159916,-0.7443424728870311,-2.4828753,-54.67137,-8.529793858528137,-7.0924824476242065
chaleur et sécheresse en été,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.5117723279072954,-0.4050818831407247,-2.695802,-54.378284,-8.488961696624756,-7.092313170433044
sécheresse et chaleur en été,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,0.07678151405558684,-1.2192664406863984,-2.6958375,-54.378387,-8.488975822925568,-7.092305421829224
"sècheresse d'été,",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,1.3435624717672734,-1.6483477869704877,21.778912,-66.5437,-9.094969496130943,-5.866460204124451
sécheresse l'été,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,1.8570082248727493,-0.6446683128209264,21.778858,-66.543526,-9.094969414174557,-5.866461679339409
"Inondations, sécheresse en été",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.5986322378958019,1.0010238656555401,15.188702,-68.955444,-8.8988136947155,-3.9776740074157715
"Chaleur, secheresse,",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.0805098733888725,-0.5174797824683949,-0.6610506,-55.89097,-8.69911515712738,-7.042433142662048
"Chaleur, sécheresse",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.3992028078671984,-1.0338137866515393,-0.6608261,-55.890972,-8.699075192213058,-7.042264461517334
"chaleur, sécheresse",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.5297021312471191,1.478104738314228,-0.6610506,-55.89097,-8.687590390443802,-7.058880567550659
"Sécheresse, chaleur",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.4118966455039786,-1.1108760826861768,-0.66093975,-55.891182,-8.69913187623024,-7.042454957962036
"Sécheresse, chaleur",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.6480944861645848,1.3652065208353927,-0.6608261,-55.890972,-8.687604904174805,-7.058831810951233
"Sécheresse, chaleur",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.7519564395540475,0.7225739126014358,-0.6610503,-55.890972,-8.687643826007843,-7.058920741081238
sécheresse en été,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.6523998425423276,-0.6943429342550654,21.274109,-66.66229,-9.0915597230196,-5.917370043694973
Sécheresse en été,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,0.7977939386197808,-0.46347952605755943,21.274055,-66.66222,-9.091569297015667,-5.917367711663246
"inondations ,canicule, sécheresse.",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.5279868992450552,-0.5091903699465159,16.850555,-53.84598,-10.37824034690857,-5.439055442810059
Sécheresse et pics de chaleur l'été,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-2.1175844148811325,0.9849322169174738,2.8945332,-52.73514,-8.329751431941986,-6.938851475715637
Canicule sécheresse,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.4398869750799034,0.48548049802027315,21.033327,-54.895554,-10.298839449882507,-5.63850137591362
"sécheresse, canicule",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-0.22837902215772266,-0.08541497365372604,21.035011,-54.891865,-10.238878965377808,-5.61404213309288
Canicule sécheresse,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,0.11320258931439403,0.6581725850835505,21.033682,-54.894035,-10.257489800453186,-5.6394636034965515
Sècheresse; canicule,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,0.5539708309445689,-0.14777281552916455,21.03447,-54.891552,-10.251176118850708,-5.6029152274131775
"canicule, sécheresse",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,0.21547679220820853,-0.20514927098356675,21.033054,-54.894768,-10.236407995223999,-5.629902899265289
Sécheresse Canicule,Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-1.7842110132867566,0.5680365593259079,21.032856,-54.89203,-10.293717980384827,-5.652472525835037
"canicule, sécheresse",Chaleur l'été.  Sécheresse.,1232,0.13748465573038723,-1.1913805788809728,0.5929574190447755,21.03315,-54.892643,-10.220740795135498,-5.638187736272812
