comment,cluster_name,cluster_size,cluster_prop,init_x,init_y,dim_red_x,dim_red_y,x,y
"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.","Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,0.7053391742335093,-0.7566149841126805,-10.506721,-7.8721337,-9.478322148323059,-6.434796929359436
la suppression de la retraite pour les parents de 3 enfants,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,1.3273313771300836,1.153167875185685,-15.966025,3.8651068,-8.040000975131989,-6.282359391450882
Trésorerie déficiente,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,1.5820571861789803,1.0118177829096369,-10.273219,-3.10377,-9.034317191690207,-5.740339517593384
trop de paperasseries et de formulaires,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,-2.263159282785786,0.3960361950102108,-16.432898,-10.66568,-10.525019526481628,-6.79996645450592
REDUIRE LE BUDGET DE L'ETAT - LA SEULE FAçON DE CALMER LES GILETS JAUNES EST L'EXEMPLARITE DES ELUS,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,1.025317832646464,1.4220000964962143,-15.180472,0.00583956,-8.523002117872238,-6.043485648930073
Mandataire = truand,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,-0.8289344657664284,-0.8529524253436617,-10.220935,-3.150773,-9.028360065072775,-5.73063537478447
"Les taxes exigées sur la vente d'une entreprise crée  avec 100% de crédit, du sang et de la sueur, ne sont pas faites pour encourager les bonnes volonté à créer de l'emploi et de la richesse","Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,-2.010635834728422,0.3419020017296036,-13.025801,-8.430107,-9.846034467220306,-6.2641421258449554
Retard désagréable (quoique prévu!) dans le versement de la première mensualité de la pension.,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,-0.5852164783656556,1.8074459823281503,-14.200461,0.55832297,-8.352770924568176,-6.165412932634354
"L'augmentation de la CSG, qui a unilatéralement rompu le contrat initial ! L'administration n'y est pour rien, c'est une aberration générée par un gouvernement emprunt de naïveté et créateur d'injustices.","Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,-0.2138919052349373,-1.1994951041365598,-11.997234,1.4954226,-9.3943230509758,-5.346198081970215
Tout est affaire de personnes quand il s'agit de diriger un service mais j'ai remarqué que les expériences professionnelles dans le privé apportaient toujours un plus pour la gestion des personnels de la FP.,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,1.8793900860521737,0.3244637062584488,-13.863821,-3.256086,-8.371911644935608,-6.1471153646707535
scandale du RSI....lacheté de certaines instances(chambre de commerce et des métiers) les banques tenant bien sur le haut du pavé de la truanderie et de l'appauvrissement!!!,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,0.5181286675962834,0.7874659265854216,-21.562464,-4.513255,-6.81565260887146,-5.607334136962891
"Quid de la fin d'activité pro pour un entrepreneur en raison d'un burn out ou d'un changement de vocation ? ça ne rentrerait pas dans le nouveau projet de loi du chômage pour les indépendants, et c'est bien dommage.","Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,0.24600488775925278,0.7840817619045609,-13.435706,-3.589106,-9.271891236305237,-5.577660858631134
"J'ai monté une SAS, il m'a fallut plus de 6 mois pour la fermer. Les démarches d'enregistrement et de publication devraient être centralisées et accessibles via le web.","Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,-2.3610550320304595,0.44944326799453244,-14.823216,-10.042083,-10.272023797035217,-6.888200402259827
Totale transparence de l'activité des Sénateurs et Députés,"Les Hôpitaux, tenus en laisse courte par les agences régionales de santé, connaissent une évolution telle que j'attends avec impatience l'âge de la retraite. Ecoeurement total.",2093,0.4907385697538101,-0.2320449776241264,-0.9538208538733549,-16.586437,-3.7712631,-9.869196116924286,-5.948314346373081
