comment,cluster_name,cluster_size,cluster_prop,init_x,init_y,dim_red_x,dim_red_y,x,y
"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.36759571501323723,-0.12506137823480043,5.014114,-3.5627685,-9.397892862558365,-5.6337196826934814
Pour les hôpitaux. Revaloriser le statut des infirmières.,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,1.2797053394605982,-0.8932703456372029,6.772846,-3.3585074,-9.437483847141266,-5.524786859750748
"pour les hôpitaux ,les personnes âgées et les handicapés","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.22897563430628634,0.34363400824746565,10.734683,15.236834,-7.672260165214539,-4.9730448722839355
Pour l’Éducation ; les hôpitaux ; l'hébergement et des conditions de vie acceptables des personnes âgées,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.7508155628423554,1.9351014997969318,14.775472,11.115965,-8.24810653924942,-4.996070504188538
Un service public pour les personnes agées  non délégable à des entreprises privées qui se font des  bénéfices sur le dos de nos anciens et des familles,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,0.26919245857793445,-0.6196447918219717,-11.22259,-3.7481186,-8.933017134666443,-6.186307564377785
"La création de zones franches pour réimplanter des usines et des ateliers de fabrication, pour diminuer les coûts de production","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-1.4698664621923654,0.417553113433326,-7.8474636,-4.524182,-9.232312738895416,-6.189755961298943
une politique de réduction des coûts de l'état et des gâchis financiers.,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-1.4259141856967503,-1.7708285333715252,-10.513362,-9.575741,-10.076348900794983,-6.513912498950958
"l'état des routes, les trottoirs, accès aux transports et accessibles pour tous pas seulement pour les grands axes et les centres villes, pour le logement","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.053307319938714015,-1.2178949580948015,2.4154296,3.8236618,-10.364665389060974,-5.299949049949646
"pour une éducation qui soit en adéquation avec le marché du travail et les évolutions de métiers, pour l'aide à la dépendance des personnes âgées et handicapées","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,2.4461954916020834,-0.47977519840559507,15.6019745,21.196156,-7.224908947944641,-4.437271356582642
"Aide à domicile des personnes âgées, les hopitaux","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,1.386304027387282,1.056155134101697,7.2681713,18.49981,-8.155365765094757,-4.1726765632629395
Pour les personnes âgées,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,1.0342688412283287,-1.609232115786968,13.969022,16.614805,-7.595184087753296,-4.694605231285095
pour les personnes âgées,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.8701737310170375,-0.011600270784338111,13.968924,16.614202,-7.5952160358428955,-4.694575905799866
Pour les personnes âgées.,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,0.5770863652964895,-1.9054049380169515,13.968932,16.614872,-7.595171570777893,-4.694593906402588
pour les personnes agées.,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,1.3364636265560015,-0.04528041254085404,13.96894,16.61445,-7.595235824584961,-4.694584131240845
"Pour maintenir les services publics : l'école, les hôpitaux, les services à l'enfance , aux personnes âgées.","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.3437642904236534,0.3127788439217743,1.8940225,-17.626514,-8.752776056528091,-7.818402647972107
"Le désarmement de la force de frappe et le démantèlement des centrales nucléaires. Financer les mesures visant à améliorer les remboursements des soins de base (dentaire, prothèses auditives, etc... ) pour les plus pauvres.","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.2599333829554,-2.4001173345339653,-9.587786,0.36034095,-8.94257952645421,-6.236193284392357
Une aide aux personnes les plus démunies,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.5243772233871863,0.9349344769545067,5.1828732,19.778652,-8.641324043273926,-4.239877462387085
"Mieux rembourser la dépendance des personnes  les plus vulnérables, les familles monoparentales et les personnes agées qui ont moins de 1000 euro de revenu","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.005403919152842856,-0.23831253105755684,10.987436,13.30569,-7.869337677955627,-4.946644306182861
Créer un impôt ou une cotisation pour augmenter l'aide au traitement de la dépendance des personnes agées et des personnes handicapées,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.03400051323428387,1.242440878486106,15.538609,21.096338,-7.229561924934387,-4.44003963470459
Amélioration des conditions de vie des personnes agées et des personnes dépendantes.,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.943071386852928,-0.2824204913820884,14.894882,11.135145,-8.249162793159485,-4.995396614074707
"Pour toute politique publique qui répondrait aux réels besoins de toutes les personnes résidant en France, dans une optique de solidarité et non de rentabilité.","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.9525118086467296,0.041707931560093524,-8.862751,-11.775302,-10.258635759353638,-6.45223742723465
pour les handicapés et les personnes âgées,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,0.2726663851622954,-0.07512479084250619,10.758985,15.272779,-7.670795798301697,-4.969981551170349
Le maintien de tous les services publics dans les zones de faible densite,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.8245714546388886,0.07278279846408534,3.7016287,-13.885853,-9.144643798470497,-7.504540801048279
"Aide et soins aux personnes âgées sans revenus. Éducation dés le plus,jeune âge de tous les enfants vivant sur le territoire.","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-2.1154243315061843,-2.121699174743429,4.689991,21.597525,-8.073359429836273,-4.758011221885681
pour les personnes âgées et les salariés les plus pauvres,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.32406512228905043,-0.6585232166117798,11.7772255,12.602363,-7.985993146896362,-4.916662693023682
Une justice indépendante et puissante capable de s'attaquer à des banques et des trusts.,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,1.1091027224368752,-3.3868451364356105,-10.418805,-5.6059422,-9.276621550321579,-6.319670706987381
Regroupement de tous les services d'aide aux personnes et aux biens immobiliers: ANPE ANAH Assistante sociale ....etc,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,1.0457169237685604,-0.6742711458993977,3.4091191,18.22416,-8.74644860625267,-4.3704952001571655
Un impôt local pour la création de structure immobilière pour les personnes âgées dans chaque ville permettant aux personnes concernées de vivre dignement,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-2.7529848734293547,-0.8343656219527626,12.247599,14.000631,-7.849461674690247,-4.841273903846741
"Le logement qui doit être une priorité de l'aide sociale aux plus démunis et aux handicapés. Ce qui compenserait l'augmentation des APL, y compris pour les étudiants de milieux modestes","Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,-0.3683133269994839,-0.5581482466630526,-0.9683207,17.911268,-9.13095436990261,-4.5013755559921265
Pour aider les personnes en grandes difficultés et les personnes âgées qui n'ont pas accès aux loisirs faute de moyens,"Pour investir dans les hôpitaux et tous les établissements de soins, pour plus de moyens en personnel et en technologie. Et dans les ehpad Pour le bien être des personnes agees",2217,0.24779255616407733,1.2989239358915525,0.585028558957193,11.549972,16.950972,-7.821843504905701,-4.752068638801575
